month,spend,cpl_eff,leads,demos,demo_cap,closer_capped,new_ads,warm,referrals,new,entry,upsold,active,case_studies,penetration,mrr,collections,tools,team,cash_flow,cac_ads,cac,payback,team_size,has_va,has_media,n_am,churn,close,metros,p_entry,p_full,premium_on,cum_cash
11,2500.0,67.87569918006407,36.83203311641585,8.603962935994742,132,False,3.01138702759816,2.0,6.278861552996874,11.290248580595033,57.96926605756213,29.452178853120003,87.42144491068214,36.35004855059026,0.26161923137486975,73162.90130846108,73162.90130846108,3022.6433473204643,10200.0,57440.25796114061,830.1822306759304,221.43002274518935,0.47112770796848796,3,True,False,2,0.03,0.35,1,500,1500,False,281915.3242968677
12,2500.0,77.03657435159651,32.4521179847633,7.580814761240707,132,False,2.653285166434247,2.0,6.993715592854572,11.647000759288819,63.21453512456746,33.231267198083025,96.44580232265048,41.53077489565317,0.29140481636894044,81454.16835940827,81454.16835940827,3293.3740696795144,10200.0,65460.79428972876,942.2281598776481,214.64753473173582,0.45669688240794853,3,True,False,2,0.03,0.35,1,500,1500,False,347376.11858659645
13,2458.5418503904903,73.57876398950387,33.41374218709633,7.805450174905704,132,False,2.731907561216996,1.0,7.715664185812039,11.447571747029034,67.98532311759264,37.01467688240737,105.00000000000001,46.8422723403941,0.3214860077421683,89514.67688240738,89514.67688240738,3550.0000000000005,14700.0,68806.13503201689,899.9359587757324,214.7653585161893,0.4569475713110411,4,True,False,3,0.03,0.35,1,500,1500,False,416182.25361861335
14,0.0,82.75334821428571,0.0,0.0,132,False,0.0,0.33510638297872336,2.814893617021277,3.1500000000000004,64.16436506757817,40.83563493242183,105.0,52.32160384760153,0.35000000000000003,93335.63493242183,93335.63493242183,3550.0,14700.0,75085.63493242183,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,491267.8885510352
15,0.0,87.4375,0.0,0.0,132,False,0.0,0.33510638297872336,2.8148936170212764,3.15,60.542474999999996,44.457525000000004,105.0,57.70711397599134,0.35,96957.52500000001,96957.52500000001,3550.0,14700.0,78707.52500000001,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,569975.4135510352
16,0.0,78.06919642857142,0.0,0.0,132,False,0.0,0.33510638297872336,2.8148936170212764,3.15,60.542474999999996,44.457525000000004,105.0,59.18903147599134,0.35,96957.52500000001,96957.52500000001,3550.0,14700.0,78707.52500000001,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,648682.9385510352
17,0.0,82.75334821428571,0.0,0.0,132,False,0.0,0.33510638297872336,2.8148936170212764,3.15,60.54247499999999,44.457525,104.99999999999999,60.670948975991344,0.35,96957.525,96957.525,3549.9999999999995,14700.0,78707.525,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,727390.4635510353
18,0.0,87.4375,0.0,0.0,132,False,0.0,0.3351063829787249,2.814893617021289,3.1500000000000137,60.54247500000001,44.45752499999999,105.0,62.152866475991345,0.35,96957.525,96957.525,3550.0,14700.0,78707.525,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,806097.9885510353
19,0.0,78.06919642857142,0.0,0.0,132,False,0.0,0.33510638297872336,2.8148936170212764,3.15,60.54247500000001,44.457525,105.0,63.63478397599135,0.35,96957.525,96957.525,3550.0,14700.0,78707.525,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,884805.5135510353
20,0.0,82.75334821428571,0.0,0.0,132,False,0.0,0.33510638297872336,2.8148936170212764,3.15,60.542474999999996,44.457525,105.0,65.11670147599135,0.35,96957.525,96957.525,3550.0,14700.0,78707.525,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,963513.0385510353
21,0.0,87.4375,0.0,0.0,132,False,0.0,0.33510638297872336,2.8148936170212764,3.15,60.542475,44.457525,105.0,66.59861897599134,0.35,96957.525,96957.525,3550.0,14700.0,78707.525,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,1042220.5635510354
22,0.0,78.06919642857142,0.0,0.0,132,False,0.0,0.33510638297872336,2.8148936170212764,3.15,60.54247499999999,44.457525000000004,105.0,68.08053647599134,0.35,96957.525,96957.525,3550.0,14700.0,78707.525,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,1120928.0885510354
23,0.0,82.75334821428571,0.0,0.0,132,False,0.0,0.33510638297872336,2.8148936170212764,3.15,60.54247499999999,44.45752499999999,104.99999999999997,69.56245397599133,0.35,96957.525,96957.525,3549.999999999999,14700.0,78707.525,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,1199635.6135510353
24,0.0,87.4375,0.0,0.0,132,False,0.0,0.33510638297872636,2.814893617021301,3.150000000000027,60.54247500000002,44.457525,105.00000000000001,71.04437147599133,0.3499999999999999,96957.525,96957.525,3550.0000000000005,14700.0,78707.525,nan,0.0,0.0,4,True,False,3,0.03,0.35,1,500,1500,False,1278343.1385510352
